?s	?lang1	?lang2
<http://purl.obolibrary.org/obo/LANG_1007043>	"Wamin"@en	""
<http://purl.obolibrary.org/obo/LANG_1007044>	"Maiwa (Indonesia)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007045>	"Waamwang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007046>	"Wom (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007047>	"Wambon"@en	""
<http://purl.obolibrary.org/obo/LANG_1007048>	"Walmajarri"@en	""
<http://purl.obolibrary.org/obo/LANG_1007049>	"Mwani"@en	""
<http://purl.obolibrary.org/obo/LANG_1007050>	"Womo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007051>	"Wanambre"@en	""
<http://purl.obolibrary.org/obo/LANG_1007052>	"Wantoat"@en	""
<http://purl.obolibrary.org/obo/LANG_1007053>	"Wandarang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007054>	"Waneci"@en	""
<http://purl.obolibrary.org/obo/LANG_1007055>	"Wanggom"@en	""
<http://purl.obolibrary.org/obo/LANG_1007056>	"Ndzwani Comorian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007057>	"Wanukaka"@en	""
<http://purl.obolibrary.org/obo/LANG_1007058>	"Wanggamala"@en	""
<http://purl.obolibrary.org/obo/LANG_1007059>	"Wunumara"@en	""
<http://purl.obolibrary.org/obo/LANG_1007060>	"Wano"@en	""
<http://purl.obolibrary.org/obo/LANG_1007061>	"Wanap"@en	""
<http://purl.obolibrary.org/obo/LANG_1007062>	"Usan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007063>	"Wintu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007064>	"Wanyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007065>	"Kuwema"@en	""
<http://purl.obolibrary.org/obo/LANG_1007066>	"Wè Northern"@en	""
<http://purl.obolibrary.org/obo/LANG_1007067>	"Wogeo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007068>	"Wolani"@en	""
<http://purl.obolibrary.org/obo/LANG_1007069>	"Woleaian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007070>	"Gambian Wolof"@en	""
<http://purl.obolibrary.org/obo/LANG_1007071>	"Wogamusin"@en	""
<http://purl.obolibrary.org/obo/LANG_1007072>	"Kamang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007073>	"Longto"@en	""
<http://purl.obolibrary.org/obo/LANG_1007074>	"Wolof"@en	"Wolof-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1007075>	"Wom (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007076>	"Wongo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007077>	"Manombai"@en	""
<http://purl.obolibrary.org/obo/LANG_1007078>	"Woria"@en	""
<http://purl.obolibrary.org/obo/LANG_1007079>	"Hanga Hundi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007080>	"Wawonii"@en	""
<http://purl.obolibrary.org/obo/LANG_1007081>	"Weyto"@en	""
<http://purl.obolibrary.org/obo/LANG_1007082>	"Maco"@en	""
<http://purl.obolibrary.org/obo/LANG_1007083>	"Warapu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007084>	"Waluwarra"@en	""
<http://purl.obolibrary.org/obo/LANG_1007085>	"Warduji"@en	""
<http://purl.obolibrary.org/obo/LANG_1007086>	"Warungu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007087>	"Wiradjuri"@en	""
<http://purl.obolibrary.org/obo/LANG_1007088>	"Wariyangga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007089>	"Garrwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007090>	"Warlmanpa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007091>	"Warumungu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007092>	"Warnang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007093>	"Worrorra"@en	""
<http://purl.obolibrary.org/obo/LANG_1007094>	"Waropen"@en	""
<http://purl.obolibrary.org/obo/LANG_1007095>	"Wardaman"@en	""
<http://purl.obolibrary.org/obo/LANG_1007096>	"Waris"@en	""
<http://purl.obolibrary.org/obo/LANG_1007097>	"Waru"@en	""
<http://purl.obolibrary.org/obo/LANG_1007098>	"Waruna"@en	""
<http://purl.obolibrary.org/obo/LANG_1007099>	"Gugu Warra"@en	""
<http://purl.obolibrary.org/obo/LANG_1007100>	"Wae Rana"@en	""
<http://purl.obolibrary.org/obo/LANG_1007101>	"Merwari"@en	""
<http://purl.obolibrary.org/obo/LANG_1007102>	"Waray (Australia)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007103>	"Warembori"@en	""
<http://purl.obolibrary.org/obo/LANG_1007104>	"Adilabad Gondi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007105>	"Wusi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007106>	"Waskia"@en	""
<http://purl.obolibrary.org/obo/LANG_1007107>	"Owenia"@en	""
<http://purl.obolibrary.org/obo/LANG_1007108>	"Wasa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007109>	"Wasu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007110>	"Wotapuri-Katarqalai"@en	""
<http://purl.obolibrary.org/obo/LANG_1007111>	"Watiwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007112>	"Wathawurrung"@en	""
<http://purl.obolibrary.org/obo/LANG_1007113>	"Berta"@en	""
<http://purl.obolibrary.org/obo/LANG_1007114>	"Watakataui"@en	""
<http://purl.obolibrary.org/obo/LANG_1007115>	"Mewati"@en	""
<http://purl.obolibrary.org/obo/LANG_1007116>	"Wotu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007117>	"Wikngenchera"@en	""
<http://purl.obolibrary.org/obo/LANG_1007118>	"Wunambal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007119>	"Wudu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007120>	"Wutunhua"@en	""
<http://purl.obolibrary.org/obo/LANG_1007121>	"Silimo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007122>	"Wumbvu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007123>	"Bungu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007124>	"Wurrugu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007125>	"Wutung"@en	""
<http://purl.obolibrary.org/obo/LANG_1007126>	"Wu Chinese"@en	""
<http://purl.obolibrary.org/obo/LANG_1007127>	"Wuvulu-Aua"@en	""
<http://purl.obolibrary.org/obo/LANG_1007128>	"Wulna"@en	""
<http://purl.obolibrary.org/obo/LANG_1007129>	"Wauyai"@en	""
<http://purl.obolibrary.org/obo/LANG_1007130>	"Waama"@en	""
<http://purl.obolibrary.org/obo/LANG_1007131>	"Wakabunga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007132>	"Wetamut"@en	""
<http://purl.obolibrary.org/obo/LANG_1007133>	"Warrwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007134>	"Wawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007135>	"Waxianghua"@en	""
<http://purl.obolibrary.org/obo/LANG_1007136>	"Wardandi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007137>	"Wyandot"@en	""
<http://purl.obolibrary.org/obo/LANG_1007138>	"Wangaaybuwan-Ngiyambaa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007139>	"Woiwurrung"@en	""
<http://purl.obolibrary.org/obo/LANG_1007140>	"Wymysorys"@en	""
<http://purl.obolibrary.org/obo/LANG_1007141>	"Wayoró"@en	""
<http://purl.obolibrary.org/obo/LANG_1007142>	"Western Fijian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007143>	"Andalusian Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007144>	"Sambe"@en	""
<http://purl.obolibrary.org/obo/LANG_1007145>	"Kachari"@en	""
<http://purl.obolibrary.org/obo/LANG_1007146>	"Adai"@en	""
<http://purl.obolibrary.org/obo/LANG_1007147>	"Aequian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007148>	"Aghwan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007149>	"Kaimbé"@en	""
<http://purl.obolibrary.org/obo/LANG_1007150>	"Ararandewára"@en	""
<http://purl.obolibrary.org/obo/LANG_1007151>	"Máku"@en	""
<http://purl.obolibrary.org/obo/LANG_1007152>	"Kalmyk"@en	"Kalmückisch"@de
<http://purl.obolibrary.org/obo/LANG_1007153>	"ǀXam"@en	""
<http://purl.obolibrary.org/obo/LANG_1007154>	"Xamtanga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007155>	"Khao"@en	""
<http://purl.obolibrary.org/obo/LANG_1007156>	"Apalachee"@en	""
<http://purl.obolibrary.org/obo/LANG_1007157>	"Aquitanian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007158>	"Karami"@en	""
<http://purl.obolibrary.org/obo/LANG_1007159>	"Kamas"@en	""
<http://purl.obolibrary.org/obo/LANG_1007160>	"Katawixi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007161>	"Kauwera"@en	""
<http://purl.obolibrary.org/obo/LANG_1007162>	"Xavánte"@en	""
<http://purl.obolibrary.org/obo/LANG_1007163>	"Kawaiisu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007164>	"Kayan Mahakam"@en	""
<http://purl.obolibrary.org/obo/LANG_1007165>	"Lower Burdekin"@en	""
<http://purl.obolibrary.org/obo/LANG_1007166>	"Bactrian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007167>	"Bindal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007168>	"Bigambal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007169>	"Bunganditj"@en	""
<http://purl.obolibrary.org/obo/LANG_1007170>	"Kombio"@en	""
<http://purl.obolibrary.org/obo/LANG_1007171>	"Birrpayi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007172>	"Middle Breton"@en	""
<http://purl.obolibrary.org/obo/LANG_1007173>	"Kenaboi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007174>	"Bolgarian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007175>	"Bibbulman"@en	""
<http://purl.obolibrary.org/obo/LANG_1007176>	"Kambera"@en	""
<http://purl.obolibrary.org/obo/LANG_1007177>	"Kambiwá"@en	""
<http://purl.obolibrary.org/obo/LANG_1007178>	"Batjala"@en	""
<http://purl.obolibrary.org/obo/LANG_1007179>	"Cumbric"@en	""
<http://purl.obolibrary.org/obo/LANG_1007180>	"Camunic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007181>	"Celtiberian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007182>	"Cisalpine Gaulish"@en	""
<http://purl.obolibrary.org/obo/LANG_1007183>	"Chemakum"@en	""
<http://purl.obolibrary.org/obo/LANG_1007184>	"Classical Armenian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007185>	"Comecrudo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007186>	"Cotoname"@en	""
<http://purl.obolibrary.org/obo/LANG_1007187>	"Chorasmian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007188>	"Carian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007189>	"Classical Tibetan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007190>	"Curonian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007191>	"Chuvantsy"@en	""
<http://purl.obolibrary.org/obo/LANG_1007192>	"Coahuilteco"@en	""
<http://purl.obolibrary.org/obo/LANG_1007193>	"Cayuse"@en	""
<http://purl.obolibrary.org/obo/LANG_1007194>	"Darkinyung"@en	""
<http://purl.obolibrary.org/obo/LANG_1007195>	"Dacian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007196>	"Dharuk"@en	""
<http://purl.obolibrary.org/obo/LANG_1007197>	"Edomite"@en	""
<http://purl.obolibrary.org/obo/LANG_1007198>	"Kwandu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007199>	"Malayic Dayak"@en	""
<http://purl.obolibrary.org/obo/LANG_1007200>	"Eblan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007201>	"Hdi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007202>	"ǁXegwi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007203>	"Kelo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007204>	"Kembayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007205>	"Epi-Olmec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007206>	"Xerénte"@en	""
<http://purl.obolibrary.org/obo/LANG_1007207>	"Kesawai"@en	""
<http://purl.obolibrary.org/obo/LANG_1007208>	"Xetá"@en	""
<http://purl.obolibrary.org/obo/LANG_1007209>	"Keoru-Ahia"@en	""
<http://purl.obolibrary.org/obo/LANG_1007210>	"Faliscan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007211>	"Galatian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007212>	"Gbin"@en	""
<http://purl.obolibrary.org/obo/LANG_1007213>	"Gudang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007214>	"Gabrielino-Fernandeño"@en	""
<http://purl.obolibrary.org/obo/LANG_1007215>	"Goreng"@en	""
<http://purl.obolibrary.org/obo/LANG_1007216>	"Garingbal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007217>	"Galindan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007218>	"Dharumbal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007219>	"Garza"@en	""
<http://purl.obolibrary.org/obo/LANG_1007220>	"Unggumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007221>	"Guwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007222>	"Harami"@en	""
<http://purl.obolibrary.org/obo/LANG_1007223>	"Hunnic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007224>	"Hadrami"@en	""
<http://purl.obolibrary.org/obo/LANG_1007225>	"Khetrani"@en	""
<http://purl.obolibrary.org/obo/LANG_1007226>	"Xhosa"@en	"Xhosa-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1007227>	"Hernican"@en	""
<http://purl.obolibrary.org/obo/LANG_1007228>	"Hattic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007229>	"Hurrian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007230>	"Khua"@en	""
<http://purl.obolibrary.org/obo/LANG_1007231>	"Iberian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007232>	"Xiri"@en	""
<http://purl.obolibrary.org/obo/LANG_1007233>	"Illyrian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007234>	"Xinca"@en	""
<http://purl.obolibrary.org/obo/LANG_1007235>	"Xiriâna"@en	""
<http://purl.obolibrary.org/obo/LANG_1007236>	"Kisan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007237>	"Indus Valley Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1007238>	"Xipaya"@en	""
<http://purl.obolibrary.org/obo/LANG_1007239>	"Minjungbal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007240>	"Jaitmatang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007241>	"Kalkoti"@en	""
<http://purl.obolibrary.org/obo/LANG_1007242>	"Northern Nago"@en	""
<http://purl.obolibrary.org/obo/LANG_1007243>	"Kho'ini"@en	""
<http://purl.obolibrary.org/obo/LANG_1007244>	"Mendalam Kayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007245>	"Kereho"@en	""
<http://purl.obolibrary.org/obo/LANG_1007246>	"Khengkha"@en	""
<http://purl.obolibrary.org/obo/LANG_1007247>	"Kagoro"@en	""
<http://purl.obolibrary.org/obo/LANG_1007248>	"Kenyan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1007249>	"Kajali"@en	""
<http://purl.obolibrary.org/obo/LANG_1007250>	"Kaco'"@en	""
<http://purl.obolibrary.org/obo/LANG_1007251>	"Mainstream Kenyah"@en	""
<http://purl.obolibrary.org/obo/LANG_1007252>	"Kayan River Kayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007253>	"Kiorr"@en	""
<http://purl.obolibrary.org/obo/LANG_1007254>	"Kabatei"@en	""
<http://purl.obolibrary.org/obo/LANG_1007255>	"Koroni"@en	""
<http://purl.obolibrary.org/obo/LANG_1007256>	"Xakriabá"@en	""
<http://purl.obolibrary.org/obo/LANG_1007257>	"Kumbewaha"@en	""
<http://purl.obolibrary.org/obo/LANG_1007258>	"Kantosi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007259>	"Kaamba"@en	""
<http://purl.obolibrary.org/obo/LANG_1007260>	"Kgalagadi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007261>	"Kembra"@en	""
<http://purl.obolibrary.org/obo/LANG_1007262>	"Karore"@en	""
<http://purl.obolibrary.org/obo/LANG_1007263>	"Uma' Lasan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007264>	"Kurtokha"@en	""
<http://purl.obolibrary.org/obo/LANG_1007265>	"Kamula"@en	""
<http://purl.obolibrary.org/obo/LANG_1007266>	"Loup B"@en	""
<http://purl.obolibrary.org/obo/LANG_1007267>	"Lycian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007268>	"Lydian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007269>	"Lemnian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007270>	"Ligurian (Ancient)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007271>	"Liburnian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007272>	"Alanic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007273>	"Loup A"@en	""
<http://purl.obolibrary.org/obo/LANG_1007274>	"Lepontic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007275>	"Lusitanian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007276>	"Cuneiform Luwian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007277>	"Elymian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007278>	"Mushungulu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007279>	"Mbonga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007280>	"Makhuwa-Marrevone"@en	""
<http://purl.obolibrary.org/obo/LANG_1007281>	"Mbudum"@en	""
<http://purl.obolibrary.org/obo/LANG_1007282>	"Median"@en	""
<http://purl.obolibrary.org/obo/LANG_1007283>	"Mingrelian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007284>	"Mengaka"@en	""
<http://purl.obolibrary.org/obo/LANG_1007285>	"Kugu-Muminh"@en	""
<http://purl.obolibrary.org/obo/LANG_1007286>	"Majera"@en	""
<http://purl.obolibrary.org/obo/LANG_1007287>	"Ancient Macedonian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007288>	"Malaysian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1007289>	"Manado Malay"@en	""
<http://purl.obolibrary.org/obo/LANG_1007290>	"Manichaean Middle Persian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007291>	"Morerebi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007292>	"Kuku-Mu'inh"@en	""
<http://purl.obolibrary.org/obo/LANG_1007293>	"Kuku-Mangk"@en	""
<http://purl.obolibrary.org/obo/LANG_1007294>	"Meroitic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007295>	"Moroccan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1007296>	"Matbat"@en	""
<http://purl.obolibrary.org/obo/LANG_1007297>	"Kamu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007298>	"Antankarana Malagasy"@en	""
<http://purl.obolibrary.org/obo/LANG_1007299>	"Tsimihety Malagasy"@en	""
<http://purl.obolibrary.org/obo/LANG_1007300>	"Maden"@en	""
<http://purl.obolibrary.org/obo/LANG_1007301>	"Mayaguduna"@en	""
<http://purl.obolibrary.org/obo/LANG_1007302>	"Mori Bawah"@en	""
<http://purl.obolibrary.org/obo/LANG_1007303>	"Ancient North Arabian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007304>	"Kanakanabu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007305>	"Middle Mongolian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007306>	"Kuanhua"@en	""
<http://purl.obolibrary.org/obo/LANG_1007307>	"Ngarigu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007308>	"Nganakarti"@en	""
<http://purl.obolibrary.org/obo/LANG_1007309>	"Northern Kankanay"@en	""
<http://purl.obolibrary.org/obo/LANG_1007310>	"Anglo-Norman"@en	""
<http://purl.obolibrary.org/obo/LANG_1007311>	"Kangri"@en	""
<http://purl.obolibrary.org/obo/LANG_1007312>	"Kanashi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007313>	"Narragansett"@en	""
<http://purl.obolibrary.org/obo/LANG_1007314>	"Nukunul"@en	""
<http://purl.obolibrary.org/obo/LANG_1007315>	"Nyiyaparli"@en	""
<http://purl.obolibrary.org/obo/LANG_1007316>	"Kenzi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007317>	"O'chi'chi'"@en	""
<http://purl.obolibrary.org/obo/LANG_1007318>	"Kokoda"@en	""
<http://purl.obolibrary.org/obo/LANG_1007319>	"Soga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007320>	"Kominimung"@en	""
<http://purl.obolibrary.org/obo/LANG_1007321>	"Xokleng"@en	""
<http://purl.obolibrary.org/obo/LANG_1007322>	"Komo (Sudan)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007323>	"Konkomba"@en	""
<http://purl.obolibrary.org/obo/LANG_1007324>	"Xukurú"@en	""
<http://purl.obolibrary.org/obo/LANG_1007325>	"Kopar"@en	""
<http://purl.obolibrary.org/obo/LANG_1007326>	"Korubo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007327>	"Kowaki"@en	""
<http://purl.obolibrary.org/obo/LANG_1007328>	"Pirriya"@en	""
<http://purl.obolibrary.org/obo/LANG_1007329>	"Pecheneg"@en	""
<http://purl.obolibrary.org/obo/LANG_1007330>	"Liberia Kpelle"@en	""
<http://purl.obolibrary.org/obo/LANG_1007331>	"Phrygian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007332>	"Pictish"@en	""
<http://purl.obolibrary.org/obo/LANG_1007333>	"Mpalitjanh"@en	""
<http://purl.obolibrary.org/obo/LANG_1007334>	"Kulina Pano"@en	""
<http://purl.obolibrary.org/obo/LANG_1007335>	"Pumpokol"@en	""
<http://purl.obolibrary.org/obo/LANG_1007336>	"Kapinawá"@en	""
<http://purl.obolibrary.org/obo/LANG_1007337>	"Pochutec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007338>	"Puyo-Paekche"@en	""
<http://purl.obolibrary.org/obo/LANG_1007339>	"Mohegan-Pequot"@en	""
<http://purl.obolibrary.org/obo/LANG_1007340>	"Parthian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007341>	"Pisidian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007342>	"Punthamara"@en	""
<http://purl.obolibrary.org/obo/LANG_1007343>	"Punic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007344>	"Puyo"@en	""
<http://purl.obolibrary.org/obo/LANG_1007345>	"Karakhanid"@en	""
<http://purl.obolibrary.org/obo/LANG_1007346>	"Qatabanian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007347>	"Krahô"@en	""
<http://purl.obolibrary.org/obo/LANG_1007348>	"Eastern Karaboro"@en	""
<http://purl.obolibrary.org/obo/LANG_1007349>	"Gundungurra"@en	""
<http://purl.obolibrary.org/obo/LANG_1007350>	"Kreye"@en	""
<http://purl.obolibrary.org/obo/LANG_1007351>	"Minang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007352>	"Krikati-Timbira"@en	""
<http://purl.obolibrary.org/obo/LANG_1007353>	"Armazic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007354>	"Arin"@en	""
<http://purl.obolibrary.org/obo/LANG_1007355>	"Karranga"@en	""
<http://purl.obolibrary.org/obo/LANG_1007356>	"Raetic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007357>	"Aranama-Tamique"@en	""
<http://purl.obolibrary.org/obo/LANG_1007358>	"Marriammu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007359>	"Karawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007360>	"Sabaean"@en	""
<http://purl.obolibrary.org/obo/LANG_1007361>	"Sambal"@en	""
<http://purl.obolibrary.org/obo/LANG_1007362>	"Scythian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007363>	"Sidetic"@en	""
<http://purl.obolibrary.org/obo/LANG_1007364>	"Sempan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007365>	"Shamang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007366>	"Sio"@en	""
<http://purl.obolibrary.org/obo/LANG_1007367>	"Subi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007368>	"South Slavey"@en	""
<http://purl.obolibrary.org/obo/LANG_1007369>	"Kasem"@en	""
<http://purl.obolibrary.org/obo/LANG_1007370>	"Sanga (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007371>	"Solano"@en	""
<http://purl.obolibrary.org/obo/LANG_1007372>	"Silopi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007373>	"Makhuwa-Saka"@en	""
<http://purl.obolibrary.org/obo/LANG_1007374>	"Sherpa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007375>	"Assan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007376>	"Sanumá"@en	""
<http://purl.obolibrary.org/obo/LANG_1007377>	"Sudovian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007378>	"Saisiyat"@en	""
<http://purl.obolibrary.org/obo/LANG_1007379>	"Alcozauca Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007380>	"Chazumba Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007381>	"Katcha-Kadugli-Miri"@en	""
<http://purl.obolibrary.org/obo/LANG_1007382>	"Diuxi-Tilantongo Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007383>	"Ketengban"@en	""
<http://purl.obolibrary.org/obo/LANG_1007384>	"Transalpine Gaulish"@en	""
<http://purl.obolibrary.org/obo/LANG_1007385>	"Yitha Yitha"@en	""
<http://purl.obolibrary.org/obo/LANG_1007386>	"Sinicahua Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007387>	"San Juan Teita Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007388>	"Tijaltepec Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007389>	"Magdalena Peñasco Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1007390>	"Northern Tlaxiaco Mixtec"@en	""
